capture_id,src_ip,dst_ip,packet_count,total_bytes,avg_pkt_len,std_pkt_len,mean_ttl,mean_window,tcp_count,udp_count,icmp_count,syn_count,ack_count,fin_count,psh_count,rst_count,unique_dst_ports,avg_src_port,avg_dst_port,tcp_ratio,udp_ratio,icmp_ratio,syn_ratio,ack_ratio,fin_ratio,psh_ratio,label,attack_type
capture_01.pcap,10.20.20.83,192.168.1.20,3,84,28.0,0.0,49.0,0.0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.21,9,252,28.0,0.0,66.0,0.0,0,0,9,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.22,6,192,32.0,6.196773353931866,77.66666666666667,734.6666666666666,2,0,4,0,2,0,0,0,2,15813.833333333334,26.666666666666668,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.23,6,192,32.0,6.196773353931866,52.5,797.5,2,0,4,0,2,0,0,0,2,15380.166666666666,26.666666666666668,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.24,5,140,28.0,0.0,72.2,0.0,0,0,5,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.25,4,160,40.0,0.0,74.75,1701.0,4,0,0,0,4,0,0,0,1,32501.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.26,2,56,28.0,0.0,73.0,0.0,0,0,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.27,4,124,31.0,6.0,67.5,130.5,1,0,3,0,1,0,0,0,2,9790.75,20.0,0.25,0.0,0.75,0.0,0.25,0.0,0.0,1,Ping Flood
capture_01.pcap,10.20.20.83,192.168.1.28,1,28,28.0,0.0,40.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ping Flood
capture_01.pcap,10.40.40.241,192.168.1.20,1,40,40.0,0.0,60.0,4037.0,1,0,0,0,1,0,0,0,1,9673.0,443.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.21,3,120,40.0,0.0,55.333333333333336,3063.6666666666665,3,0,0,0,1,0,2,0,2,29330.0,201.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.22,3,120,40.0,0.0,65.33333333333333,1470.6666666666667,3,0,0,0,0,0,3,0,1,36367.333333333336,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.24,1,40,40.0,0.0,78.0,3575.0,1,0,0,0,0,0,1,0,1,34416.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.25,1,40,40.0,0.0,89.0,3514.0,1,0,0,0,0,0,1,0,1,58267.0,443.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.26,6,240,40.0,0.0,67.0,1958.5,6,0,0,0,1,0,5,0,2,37493.166666666664,140.5,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.27,3,120,40.0,0.0,68.33333333333333,2043.3333333333333,3,0,0,0,2,0,1,0,2,24831.0,201.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.28,2,80,40.0,0.0,62.5,2494.0,2,0,0,0,0,0,2,0,1,40987.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,PSH Flood
capture_01.pcap,10.40.40.241,192.168.1.29,1,40,40.0,0.0,74.0,3636.0,1,0,0,0,0,0,1,0,1,45781.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,PSH Flood
capture_01.pcap,10.50.50.236,192.168.1.20,2,80,40.0,0.0,63.0,1410.5,2,0,0,1,1,0,0,0,2,49682.5,261.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.21,4,160,40.0,0.0,53.75,1133.5,4,0,0,1,3,0,0,0,2,30717.5,170.75,1.0,0.0,0.0,0.25,0.75,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.22,4,160,40.0,0.0,56.0,2264.25,4,0,0,2,2,0,0,0,2,19246.75,170.75,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.23,4,160,40.0,0.0,56.75,1933.25,4,0,0,2,2,0,0,0,2,38045.0,261.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.24,3,120,40.0,0.0,52.0,3763.3333333333335,3,0,0,1,2,0,0,0,1,25375.333333333332,443.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.25,4,160,40.0,0.0,66.75,2789.5,4,0,0,1,3,0,0,0,2,30155.25,261.5,1.0,0.0,0.0,0.25,0.75,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.27,2,80,40.0,0.0,82.0,2128.0,2,0,0,1,1,0,0,0,2,36894.5,261.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.28,2,80,40.0,0.0,59.0,2540.5,2,0,0,1,1,0,0,0,1,20980.0,80.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1,ACK Flood
capture_01.pcap,10.50.50.236,192.168.1.29,4,160,40.0,0.0,64.5,2159.5,4,0,0,1,3,0,0,0,1,24866.75,80.0,1.0,0.0,0.0,0.25,0.75,0.0,0.0,1,ACK Flood
capture_01.pcap,172.16.10.135,192.168.1.20,2,80,40.0,0.0,83.5,6438.0,2,0,0,1,0,0,1,0,2,50966.0,261.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.21,1,40,40.0,0.0,48.0,7898.0,1,0,0,1,0,0,0,0,1,21909.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.22,3,98,32.666666666666664,6.429100507328638,87.66666666666667,2621.6666666666665,1,1,1,0,1,0,0,0,3,14796.333333333334,62.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.23,3,110,36.666666666666664,5.773502691896256,100.33333333333333,2062.3333333333335,2,1,0,2,0,0,0,0,2,45292.0,71.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.24,3,100,33.333333333333336,5.773502691896256,107.0,591.6666666666666,1,2,0,1,0,0,0,0,3,20876.666666666668,242.33333333333334,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.25,5,180,36.0,5.477225575051661,80.0,3176.6,3,2,0,1,1,0,1,0,3,21897.2,322.6,0.6,0.4,0.0,0.2,0.2,0.0,0.2,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.26,3,120,40.0,0.0,70.33333333333333,3598.6666666666665,3,0,0,0,2,1,0,0,3,23876.666666666668,182.66666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.27,1,40,40.0,0.0,62.0,4698.0,1,0,0,0,0,0,1,0,1,50755.0,443.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.28,2,70,35.0,7.0710678118654755,84.5,1048.5,1,1,0,0,1,0,0,0,2,32489.5,39.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.135,192.168.1.29,5,168,33.6,5.8991524815010505,75.4,2026.0,2,2,1,1,1,0,0,0,5,13959.2,149.8,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.20,2,68,34.0,8.48528137423857,77.0,923.5,1,0,1,0,1,0,0,0,2,24018.0,221.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.22,1,40,40.0,0.0,115.0,4357.0,1,0,0,0,1,0,0,0,1,65112.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.23,2,68,34.0,8.48528137423857,97.5,1465.5,1,0,1,0,1,0,0,0,2,7906.5,12.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.24,13,510,39.23076923076923,2.7735009811261446,88.92307692307692,5272.384615384615,12,1,0,1,5,2,4,0,5,31509.69230769231,272.61538461538464,0.9230769230769231,0.07692307692307693,0.0,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.3076923076923077,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.25,3,96,32.0,6.928203230275509,53.333333333333336,1612.0,1,0,2,0,0,0,1,0,2,14929.333333333334,26.666666666666668,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.26,4,130,32.5,5.0,78.25,1233.75,1,3,0,0,0,0,1,0,3,53127.0,77.25,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.27,2,80,40.0,0.0,69.0,5578.0,2,0,0,1,0,0,1,0,1,26255.0,443.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.28,3,98,32.666666666666664,6.429100507328636,71.33333333333333,1619.3333333333333,1,1,1,0,0,1,0,0,3,35917.333333333336,54.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0,Normal
capture_01.pcap,172.16.10.165,192.168.1.29,4,160,40.0,0.0,85.0,5431.25,4,0,0,2,2,0,0,0,3,33047.0,247.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.20,4,138,34.5,6.4031242374328485,82.75,2560.0,2,1,1,0,2,0,0,0,4,23269.25,161.5,0.5,0.25,0.25,0.0,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.21,4,160,40.0,0.0,95.75,3771.25,4,0,0,0,1,1,2,0,2,36598.25,170.75,1.0,0.0,0.0,0.0,0.25,0.25,0.5,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.22,1,28,28.0,0.0,95.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.23,3,110,36.666666666666664,5.773502691896258,96.33333333333333,4227.333333333333,2,1,0,0,1,1,0,0,2,17979.333333333332,336.3333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.24,1,40,40.0,0.0,95.0,7133.0,1,0,0,0,0,0,1,0,1,17700.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.26,2,80,40.0,0.0,72.5,5318.0,2,0,0,2,0,0,0,0,1,34032.0,443.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.27,2,70,35.0,7.0710678118654755,91.5,3647.0,1,1,0,1,0,0,0,0,2,11523.5,72.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.28,5,200,40.0,0.0,79.0,4049.6,5,0,0,2,3,0,0,0,3,36817.8,46.4,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.175,192.168.1.29,1,30,30.0,0.0,86.0,0.0,0,1,0,0,0,0,0,0,1,16549.0,161.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.21,2,80,40.0,0.0,83.0,4923.0,2,0,0,0,2,0,0,0,2,40732.5,52.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.22,4,160,40.0,0.0,95.25,5036.5,4,0,0,2,0,0,2,0,2,36072.25,232.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.23,1,40,40.0,0.0,114.0,7312.0,1,0,0,0,0,1,0,0,1,12815.0,110.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.24,4,148,37.0,6.0,97.25,3175.5,3,0,1,1,2,0,0,0,3,20070.5,46.25,0.75,0.0,0.25,0.25,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.25,3,108,36.0,6.928203230275509,98.33333333333333,3845.3333333333335,2,0,1,2,0,0,0,0,3,26470.666666666668,34.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.26,2,80,40.0,0.0,56.5,3280.5,2,0,0,2,0,0,0,0,2,27774.0,51.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.27,7,258,36.857142857142854,5.398412465054624,81.28571428571429,2593.1428571428573,5,1,1,2,1,2,0,0,5,29866.85714285714,188.14285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.28,2,80,40.0,0.0,97.5,4314.5,2,0,0,0,2,0,0,0,1,54914.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.183,192.168.1.29,2,70,35.0,7.0710678118654755,93.5,1613.0,1,1,0,0,0,1,0,0,2,6982.0,120.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.20,5,190,38.0,4.4721359549995805,89.8,3857.8,4,1,0,0,4,0,0,0,3,31222.0,3274.6,0.8,0.2,0.0,0.0,0.8,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.21,3,120,40.0,0.0,101.33333333333333,5097.333333333333,3,0,0,2,1,0,0,0,2,12094.333333333334,60.666666666666664,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.22,6,196,32.666666666666664,5.750362307426087,77.0,1196.5,2,2,2,1,1,0,1,0,4,28109.833333333332,118.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.23,5,190,38.0,4.47213595499958,87.4,3818.4,4,1,0,0,4,0,2,0,3,43620.2,233.8,0.8,0.2,0.0,0.0,0.8,0.0,0.4,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.24,4,150,37.5,5.0,83.0,2627.5,3,1,0,1,2,0,0,0,3,20876.25,4076.25,0.75,0.25,0.0,0.25,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.25,9,336,37.333333333333336,5.291502622129181,93.66666666666667,3098.6666666666665,7,0,2,0,7,0,1,0,4,24594.777777777777,1072.111111111111,0.7777777777777778,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.1111111111111111,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.26,4,138,34.5,6.4031242374328485,96.75,1878.5,2,1,1,0,2,0,0,0,4,28549.0,161.5,0.5,0.25,0.25,0.0,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.27,8,308,38.5,4.242640687119285,94.75,4977.75,7,0,1,3,4,0,0,0,4,31842.75,146.25,0.875,0.0,0.125,0.375,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.28,4,138,34.5,6.4031242374328485,76.25,2213.25,2,1,1,1,1,0,0,0,4,23503.25,144.0,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.214,192.168.1.29,3,108,36.0,6.928203230275509,81.33333333333333,1878.6666666666667,2,0,1,0,2,0,1,0,3,16277.0,174.33333333333334,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.20,6,228,38.0,4.898979485566357,90.66666666666667,4311.166666666667,5,0,1,1,4,0,1,0,4,28639.166666666668,2793.8333333333335,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.21,3,100,33.333333333333336,5.773502691896256,71.33333333333333,2450.6666666666665,1,2,0,1,0,0,0,0,3,23568.333333333332,66.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.22,6,228,38.0,4.898979485566356,89.5,3248.1666666666665,5,0,1,1,4,0,2,0,4,35502.666666666664,2854.3333333333335,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.3333333333333333,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.23,9,320,35.55555555555556,5.270462766947299,81.11111111111111,1925.888888888889,5,4,0,0,5,0,1,0,5,40413.77777777778,1020.5555555555555,0.5555555555555556,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.24,6,220,36.666666666666664,5.163977794943222,101.33333333333333,2545.8333333333335,4,2,0,0,4,0,1,0,4,33308.333333333336,1525.3333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.25,6,240,40.0,0.0,94.33333333333333,5515.166666666667,6,0,0,2,4,0,1,0,3,27604.666666666668,312.3333333333333,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.26,5,168,33.6,5.89915248150105,104.6,1282.0,2,2,1,0,2,0,0,0,5,19835.2,139.8,0.4,0.4,0.2,0.0,0.4,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.27,8,308,38.5,4.242640687119285,103.0,4938.75,7,0,1,1,6,0,1,0,5,30215.125,1244.25,0.875,0.0,0.125,0.125,0.75,0.0,0.125,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.28,1,40,40.0,0.0,75.0,1597.0,1,0,0,0,1,0,1,0,1,24893.0,443.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,Normal
capture_01.pcap,172.16.10.222,192.168.1.29,6,220,36.666666666666664,5.163977794943222,85.33333333333333,2202.6666666666665,4,2,0,1,3,0,1,0,4,44895.5,1548.6666666666667,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.20,8,310,38.75,3.5355339059327373,98.0,3995.375,7,1,0,1,6,0,0,0,4,28351.875,2167.375,0.875,0.125,0.0,0.125,0.75,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.21,4,148,37.0,6.0,105.25,3174.75,3,0,1,1,2,0,1,0,3,28249.0,2060.0,0.75,0.0,0.25,0.25,0.5,0.0,0.25,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.22,4,160,40.0,0.0,115.75,4239.75,4,0,0,2,2,0,0,0,2,43256.25,2352.25,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.23,9,338,37.55555555555556,4.876246279442599,77.88888888888889,3941.777777777778,7,1,1,1,6,0,1,0,5,27712.0,1934.3333333333333,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,0.1111111111111111,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.24,3,110,36.666666666666664,5.773502691896258,114.33333333333333,3716.6666666666665,2,1,0,0,2,0,0,0,3,46489.0,215.33333333333334,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.25,4,148,37.0,6.0,78.25,4831.25,3,0,1,0,3,0,0,0,3,32439.5,150.75,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.26,6,228,38.0,4.898979485566356,91.66666666666667,3692.1666666666665,5,0,1,1,4,0,0,0,3,24429.5,2733.3333333333335,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.27,4,128,32.0,5.416025603090641,93.25,1731.0,1,2,1,0,1,0,0,0,3,27297.0,46.5,0.25,0.5,0.25,0.0,0.25,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.28,6,230,38.333333333333336,4.08248290463863,102.5,3173.0,5,1,0,1,4,0,1,0,4,46696.833333333336,2802.6666666666665,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0,Normal
capture_01.pcap,172.16.10.225,192.168.1.29,3,98,32.666666666666664,6.429100507328636,95.0,2520.3333333333335,1,1,1,0,1,0,1,0,3,29579.333333333332,188.66666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.20,3,100,33.333333333333336,5.773502691896256,78.33333333333333,2440.0,1,2,0,0,1,0,1,0,3,37015.666666666664,206.33333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.21,5,200,40.0,0.0,77.2,3248.8,5,0,0,2,3,0,1,0,3,40674.2,213.6,1.0,0.0,0.0,0.4,0.6,0.0,0.2,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.22,3,110,36.666666666666664,5.773502691896258,89.66666666666667,4033.3333333333335,2,1,0,1,1,0,0,0,3,50542.333333333336,2718.3333333333335,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.23,4,136,34.0,6.928203230275509,76.25,3095.0,2,0,2,1,1,0,0,0,3,20794.25,2040.0,0.5,0.0,0.5,0.25,0.25,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.24,5,166,33.2,6.26099033699941,88.6,1131.6,2,1,2,0,2,0,1,0,4,30918.8,1715.2,0.4,0.2,0.4,0.0,0.4,0.0,0.2,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.25,6,240,40.0,0.0,83.5,4125.333333333333,6,0,0,2,4,0,0,0,3,35842.333333333336,2918.5,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.26,2,80,40.0,0.0,98.0,5823.0,2,0,0,0,2,0,0,0,2,45539.5,4261.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.27,1,28,28.0,0.0,71.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Normal
capture_01.pcap,172.16.10.29,192.168.1.28,6,216,36.0,6.196773353931867,89.5,3045.3333333333335,4,0,2,2,2,0,0,0,3,29814.666666666668,113.83333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,Normal
